date,Superbowl,Superbowl halftime,bad bunny,youtube,isPartial
<<<<<<< HEAD
2026-02-01,6,0,2,41,False
2026-02-02,6,0,10,43,False
2026-02-03,6,0,7,44,False
2026-02-04,6,0,6,45,False
2026-02-05,7,0,6,47,False
2026-02-06,10,0,8,44,False
2026-02-07,15,0,10,39,False
2026-02-08,67,2,24,43,False
2026-02-09,100,8,98,46,False
2026-02-10,8,1,26,46,False
2026-02-11,4,0,15,47,False
2026-02-12,2,0,8,42,False
2026-02-13,1,0,7,43,False
2026-02-14,1,0,6,37,False
2026-02-15,1,0,5,36,False
=======
2026-02-01,6,0,2,42,False
2026-02-02,6,0,10,44,False
2026-02-03,6,0,6,45,False
2026-02-04,7,0,6,46,False
2026-02-05,7,0,6,44,False
2026-02-06,10,0,8,44,False
2026-02-07,16,0,10,41,False
2026-02-08,68,2,24,45,False
2026-02-09,100,8,96,47,False
2026-02-10,8,1,26,45,False
2026-02-11,4,0,15,46,False
2026-02-12,2,0,9,44,False
2026-02-13,1,0,7,44,False
2026-02-14,1,0,6,38,False
2026-02-15,1,0,5,37,False
>>>>>>> b57c0a84e91f12094a521f569839aa8fd6d9937b
